user_id,marketing_channel,variant,language_displayed,language_preferred,is_correct_lang,Segment,converted_flag,retained_flag,prob_retention,expected_profit,cost_per_user,ltv_reference,recommended_action,strategy_rationale,max_incentive,expected_profit_no_action,incremental_profit
a100001228,Facebook,control,English,English,Yes,High Value,0,0,1.0,42.901577909270216,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,1.0024079901491312,41.899169919121086
a100002380,Facebook,control,English,English,Yes,High Value,0,1,1.0,42.901577909270216,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,1.0024079901491312,41.899169919121086
a100000788,Facebook,personalization,English,English,Yes,High Value,0,1,1.0,42.901577909270216,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,1.0024079901491312,41.899169919121086
a100000988,Facebook,control,English,English,Yes,High Value,0,1,1.0,42.901577909270216,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,1.0024079901491312,41.899169919121086
a100000730,Facebook,control,English,English,Yes,High Value,0,1,1.0,42.901577909270216,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,1.0024079901491312,41.899169919121086
a100000719,Instagram,control,English,English,Yes,High Value,0,1,0.996798726328138,42.760396689021704,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9991990078418027,41.7611976811799
a100000343,Push,personalization,English,English,Yes,High Value,0,0,0.9959722222222223,42.72394655380232,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9983705135221417,41.72557604028018
a100000051,Push,personalization,English,English,Yes,High Value,0,1,0.9959722222222223,42.72394655380232,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9983705135221417,41.72557604028018
a100000055,Push,personalization,English,English,Yes,High Value,0,1,0.9953454415954415,42.69630453915833,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9977422236137861,41.69856231554454
a100000334,Push,personalization,English,English,Yes,High Value,0,1,0.9953454415954415,42.69630453915833,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9977422236137861,41.69856231554454
a100000347,Push,personalization,English,English,Yes,High Value,0,1,0.9953454415954415,42.69630453915833,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9977422236137861,41.69856231554454
a100000064,Push,personalization,English,English,Yes,High Value,0,0,0.9953454415954415,42.69630453915833,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9977422236137861,41.69856231554454
a100000330,Push,personalization,English,English,Yes,High Value,0,1,0.989037037037037,42.41809394404266,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9914186284793483,41.42667531556331
a100000784,Push,personalization,English,English,Yes,High Value,0,1,0.985628078817734,42.26775350754462,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9880014615222342,41.27975204602239
a100000860,Push,control,English,English,Yes,High Value,0,1,0.9738494229941599,41.74829620007479,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.976194442811467,40.77210175726332
a100000957,Push,control,English,English,Yes,High Value,0,1,0.9439870503468899,40.43131844621555,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9462601618650327,39.485058284350515
a100000880,Push,control,English,English,Yes,High Value,0,1,0.9439870503468899,40.43131844621555,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9462601618650327,39.485058284350515
a100001057,House Ads,control,English,Spanish,No,High Value,0,1,0.938181279138502,40.37527477494544,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9404404104167668,39.43483436452867
a100000753,House Ads,control,English,English,Yes,High Value,0,0,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000876,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000726,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000111,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000890,House Ads,control,English,English,Yes,High Value,0,0,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000960,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000953,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000967,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000858,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000883,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000967,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000953,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000858,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100000858,House Ads,control,English,English,Yes,High Value,0,1,0.927518567417561,39.90503236326027,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9297520229910389,38.97528034026923
a100001052,House Ads,personalization,English,English,Yes,High Value,0,1,0.9264485975043592,39.857845001772624,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9286794766008262,38.9291655251718
a100000971,House Ads,personalization,English,English,Yes,High Value,0,1,0.9264485975043592,39.857845001772624,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9286794766008262,38.9291655251718
a100000779,House Ads,personalization,English,English,Yes,High Value,0,1,0.9264485975043592,39.857845001772624,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9286794766008262,38.9291655251718
a100000827,House Ads,personalization,English,English,Yes,High Value,0,0,0.9264485975043592,39.857845001772624,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9286794766008262,38.9291655251718
a100000795,House Ads,personalization,English,English,Yes,High Value,0,1,0.9264485975043592,39.857845001772624,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9286794766008262,38.9291655251718
a100000811,House Ads,personalization,English,English,Yes,High Value,0,1,0.9264485975043592,39.857845001772624,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9286794766008262,38.9291655251718
a100000880,House Ads,personalization,English,English,Yes,High Value,0,1,0.9264485975043592,39.857845001772624,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9286794766008262,38.9291655251718
a100001288,House Ads,control,English,Spanish,No,High Value,0,1,0.8987015663167627,38.634157144101884,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9008656308354622,37.73329151326642
a100001330,House Ads,control,English,Spanish,No,High Value,0,1,0.8987015663167627,38.634157144101884,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9008656308354622,37.73329151326642
a100001282,House Ads,control,English,Spanish,No,High Value,0,1,0.8987015663167627,38.634157144101884,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.9008656308354622,37.73329151326642
a100000345,House Ads,personalization,Spanish,Spanish,Yes,High Value,0,0,0.895,38.47091222879685,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8971551511834724,37.57375707761338
a100001337,House Ads,control,English,Spanish,No,High Value,0,1,0.886031556907718,38.07538973703771,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8881651121685712,37.18722462486914
a100001241,House Ads,control,English,Spanish,No,High Value,0,1,0.886031556907718,38.07538973703771,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8881651121685712,37.18722462486914
a100001217,House Ads,control,English,Spanish,No,High Value,0,1,0.886031556907718,38.07538973703771,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8881651121685712,37.18722462486914
a100001049,House Ads,control,English,Spanish,No,High Value,0,1,0.886031556907718,38.07538973703771,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8881651121685712,37.18722462486914
a100000725,Push,control,English,English,Yes,High Value,0,1,0.8637723826665075,36.893725030042944,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.86585233805506,36.02787269198788
a100000814,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000792,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000824,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000798,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000782,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000830,House Ads,personalization,English,English,Yes,High Value,0,0,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000054,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000877,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000867,House Ads,personalization,English,English,Yes,High Value,0,0,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000974,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000883,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000346,House Ads,personalization,English,English,Yes,High Value,0,1,0.84395134503788,36.21958599482146,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8459835715630772,35.37360242325838
a100000972,House Ads,personalization,English,English,Yes,High Value,0,1,0.8347623519710268,35.814336901175885,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8367724514914386,34.977564449684444
a100000881,House Ads,personalization,English,English,Yes,High Value,0,1,0.8347623519710268,35.814336901175885,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8367724514914386,34.977564449684444
a100000344,House Ads,personalization,English,English,Yes,High Value,0,0,0.8347623519710268,35.814336901175885,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8367724514914386,34.977564449684444
a100001053,House Ads,personalization,English,English,Yes,High Value,0,1,0.8347623519710268,35.814336901175885,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8367724514914386,34.977564449684444
a100000865,House Ads,personalization,English,English,Yes,High Value,0,1,0.8347623519710268,35.814336901175885,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8367724514914386,34.977564449684444
a100000052,House Ads,personalization,English,English,Yes,High Value,0,1,0.8347623519710268,35.814336901175885,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8367724514914386,34.977564449684444
a100000828,House Ads,personalization,English,English,Yes,High Value,0,0,0.8347623519710268,35.814336901175885,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8367724514914386,34.977564449684444
a100000796,House Ads,personalization,English,English,Yes,High Value,0,1,0.8347623519710268,35.814336901175885,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8367724514914386,34.977564449684444
a100000787,Instagram,personalization,English,English,Yes,High Value,0,1,0.8266724479224481,35.25755936749897,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8286630670336037,34.42889630046537
a100000771,Instagram,personalization,English,English,Yes,High Value,0,0,0.8266724479224481,35.25755936749897,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8286630670336037,34.42889630046537
a100002401,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.8193353479072787,35.13398167955187,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8213082993538745,34.312673380198
a100001120,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.8049716211261234,34.500518663845284,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8069099848601253,33.69360867898516
a100002434,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.8049716211261234,34.500518663845284,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8069099848601253,33.69360867898516
a100000335,Facebook,personalization,Spanish,Spanish,Yes,High Value,0,1,0.8069506327006322,34.387796196981824,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8088937618750105,33.57890243510681
a100001352,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.80101550977944,34.326047911071775,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8029443472362904,33.523103563835484
a100001346,House Ads,control,Spanish,Spanish,Yes,High Value,0,0,0.80101550977944,34.326047911071775,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8029443472362904,33.523103563835484
a100001178,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.80101550977944,34.326047911071775,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8029443472362904,33.523103563835484
a100000336,Instagram,personalization,English,English,Yes,High Value,0,1,0.8053992858992862,34.31937935515797,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.807338679445849,33.51204067571212
a100000349,Instagram,personalization,English,English,Yes,High Value,0,0,0.8053992858992862,34.31937935515797,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.807338679445849,33.51204067571212
a100000057,Instagram,personalization,English,English,Yes,High Value,0,1,0.8053992858992862,34.31937935515797,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.807338679445849,33.51204067571212
a100000103,House Ads,control,Spanish,Spanish,Yes,High Value,0,0,0.7994760217995512,34.258154061986325,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.8014011521845111,33.456752909801814
a100001077,Instagram,control,English,Spanish,No,High Value,0,1,0.7867021682021683,33.494806962359725,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7885965392734994,32.706210423086226
a100000056,Facebook,personalization,English,English,Yes,High Value,0,1,0.7724651829651827,32.866933448737676,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7743252715163098,32.092608177221365
a100000059,Facebook,personalization,English,English,Yes,High Value,0,0,0.7724651829651827,32.866933448737676,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7743252715163098,32.092608177221365
a100000338,Facebook,personalization,English,English,Yes,High Value,0,0,0.7724651829651827,32.866933448737676,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7743252715163098,32.092608177221365
a100000786,Instagram,personalization,English,English,Yes,High Value,0,1,0.7639524097906447,32.49150671935684,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7657919996678256,31.725714719689016
a100000058,Instagram,personalization,English,English,Yes,High Value,0,1,0.7639524097906447,32.49150671935684,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7657919996678256,31.725714719689016
a100000337,Instagram,personalization,English,English,Yes,High Value,0,0,0.7639524097906447,32.49150671935684,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7657919996678256,31.725714719689016
a100000350,Instagram,personalization,English,English,Yes,High Value,0,0,0.7639524097906447,32.49150671935684,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7657919996678256,31.725714719689016
a100001146,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.753900736994972,32.24821208843999,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7557161225430786,31.492495965896914
a100001362,House Ads,control,Spanish,Spanish,Yes,High Value,0,0,0.753900736994972,32.24821208843999,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7557161225430786,31.492495965896914
a100001176,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.753900736994972,32.24821208843999,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7557161225430786,31.492495965896914
a100001128,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.753900736994972,32.24821208843999,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7557161225430786,31.492495965896914
a100001194,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.753900736994972,32.24821208843999,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7557161225430786,31.492495965896914
a100000110,House Ads,control,Spanish,Spanish,Yes,High Value,0,0,0.753900736994972,32.24821208843999,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7557161225430786,31.492495965896914
a100000954,House Ads,control,Spanish,Spanish,Yes,High Value,0,1,0.753900736994972,32.24821208843999,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7557161225430786,31.492495965896914
a100002386,House Ads,control,Spanish,English,No,High Value,0,1,0.7537713744216187,32.24250699483271,1.0,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7555864484659232,31.486920546366786
a100000957,Instagram,control,English,English,Yes,High Value,0,1,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
a100001101,Instagram,control,English,English,Yes,High Value,0,1,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
a100001317,Instagram,control,English,English,Yes,High Value,0,1,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
a100001341,Instagram,control,English,English,Yes,High Value,0,1,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
a100000886,Instagram,control,English,English,Yes,High Value,0,1,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
a100001197,Instagram,control,English,English,Yes,High Value,0,1,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
a100001365,Instagram,control,English,English,Yes,High Value,0,0,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
a100001125,Instagram,control,English,English,Yes,High Value,0,1,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
a100000981,Instagram,control,English,English,Yes,High Value,0,1,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
a100000963,Instagram,control,English,English,Yes,High Value,0,1,0.7184665149665148,30.485506984997613,1.2,44.10157790927022,Loyalty Campaign,High-value customers - maintain engagement and reduce churn.,15.0,0.7201965752570348,29.76531040974058
